tweet_id,content,llama_sentiment,phi_sentiment,deepseek_sentiment,final_sentiment,manual_sentiment
1734318439315960163,"Uso o Microsoft Copilot....tanto dá em site, como Windows, Edge...

copilot.microsoft.com/",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1734680830159528410,Windows 10 KB5033372: nova versão traz o Copilot para todos e muitas alterações sempreupdate.com.br/windows-…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1734972818209505390,Isso que pensei. Em flutter você puxa muita classe de outros arquivos e no copilot não deve puxar o mesmo nome. (estava refletindo isto),POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1735061841292697630,copilot ta valendo mto a pena?,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1735067106298003578,"Cuidado, Microsoft, o mais recente do Google com Gemini AI é um assistente de programação no melhor estilo GitHub Copilot dlvr.it/T065z8 #Tecnologia #assistente #Copilot #cuidado #Estilo",NEGATIVO,NEUTRO,POSITIVO,,NEGATIVO
1735141163517042845,"Tô experimentando esse mês o GPT-4,  mês que vem quero experimentar o Copilot, e meu foco é pra ajudar a codar no dia a dia",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1736554694863110352,7 coisas que o Copilot do Bing faz melhor que o ChatGPT dlvr.it/T0GgJk #AVOZdoButantã,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1736829923593982322,se tivesse usado o copilot do bing tinha tirado 7,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1737250367992103207,"2. Encontre um modelo de IA  

A MD usa o Copilot AI para sugerir modelos adequados e criar imagens. 
 → Basta escrever o que você precisa 
→ Selecione o modelo que melhor se adapta a você. Você pode solicitar outros modelos (funciona melhor em inglês).",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1737574219406262495,Se eu tivesse aprendido a usar o Github Copilot antes não tinha reprovado umas 4 cadeiras bicho 💀,NEUTRO,NEGATIVO,POSITIVO,,NEGATIVO
1737579318644035792,Microsoft Copilot já pode gerar músicas ift.tt/nr9oSHC,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1737632818786689481,@MicrosoftBr o que seria o notebook que apareceu brevemente no Copilot? Eu quero... 🥹,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1737674005883097484,Microsoft Copilot agora permite criar músicas a partir de descrições em texto #tecnologia #noticia tecmundo.com.br/software/275…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1738005390120386977,"juro por D'US, estava testando o copilot do Bing, no navegador Edge. Acionei a voz e pedi para o Copilot me contar uma piada. Ele começou a escrever 'dedo no ânus', te JURO, dai ele apagou tudo! eu falei, quê!?!? repete a piada. Ele disse 'nao, nao era piada eu estava so testando o teclado'. Eu: repete a piada! 
ele: não tem piada nenhuma.
e mandou um START A NEW CHAT
Gente. Faltou só a 'gritaria'.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1738209314895020229,"Eu estava pronto pra vir elogiar o Copilot e como ele resume e transcreve bem os vídeos da Hotmart, mas percebi que, na verdade, ele busca algo relacionado ao título da aula na internet e faz um resumo disso e não necessariamente da aula em si.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1738292975124308160,"Lá vamos nós para mais uma subscription…thank you
Preciso manter copilot e/ou chat GPT?",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1739661876529971641,"O aplicativo semelhante ao ChatGPT da Microsoft Copilot chega ao Android, com versão iOS em breve dlvr.it/T0cbXb #Windows",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1740077387180863928,A Microsoft dobra a aposta na IA generativa com o aplicativo Copilot independente para Android dlvr.it/T0g3cp #Gadget #Android #aplicativo #aposta #Copilot,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1740100575516332359,"Eu tirando dúvidas com meu tech lead e o bonito me fala pra eu falar com o copilot, kkkkkkkkkkkkk ok meu teste vai ficar igualzinho o do copilot taokeeeei",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1740452474132337041,"Eles conseguem fazer coisas simples bem, tipo criar um  json baseado num objeto e vice versa, passar códigos de uma linguagem para outra
A melhor utilidade do GPT para dev é usar como um pair para discutir soluções, mas isso o copilot não faz bem",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1740747719608807509,Microsoft lançou um aplicativo para o Copilot - Panorama Tecnológico panoramatecnologico.com.br/m…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1740796316031090955,"GitHub lançou o Copilot Chat para uso geral, permitindo que desenvolvedores façam perguntas sobre código. Inicialmente disponível para organizações assinantes do Copilot for Business, o Chat agora está em beta para clientes individuais por $10 por mês e finalmente lançado pa…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1741101114013921756,"E depois do Android... Copilot para iOS 🚨

apps.apple.com/us/app/micros…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1741127772632694924,"Microsoft Copilot recebe nova aplicação para iOS e iPadOS
🔗 tugate.ch/mrmdf3",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1741172453928575380,Microsoft Copilot chega ao iOS e leva IA para o iPhone e iPad dlvr.it/T0n2gJ #Apple,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1741188068164399387,"Pedi pro Microsoft Copilot traduzir um texto. Resposta dele: te vira, irmão. 🤭",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1741189244805112281,Microsoft Copilot chega ao iOS e leva IA para o iPhone e iPad! leak.pt/copilot-ios/ via @Leak,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1741527191630848195,O ChatGPT 3.5 e o Bard são equiparáveis. O ChatGPT 4 está a um nível muito superior. Podes usar a versão paga para lhe aceder ou o Microsoft Copilot gratuitamente,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1741965978412396717,"6- Tesla corta preços e cresce em market share
7- Menos Folding phones
8- Copilot e Duet com a mais rápida adoção de sempre
9- TikTok estagna em active users
10- Bing muda de nome",NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1742220465656013185,"Microsoft Copilot para iPhone e iPad leva GPT-4 gratuito para usuários Apple
showmetech.com.br/microsoft-…",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1742534946839765293,"Aplicativo Copilot, da Microsoft, chega para iPhone e iPad

curtonews.com/inteligenciaar…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1742605697664110934,"Copilot da Microsoft se torna aplicativo para Android e traz chatbot para todos - Ajudandroid
ajudandroid.com.br/copilot-m…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1743358102194569394,Positivo lança notebook Master com tecla Copilot para IA e processadores Ryzen dlvr.it/T1132c #AVOZdoButantã,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1743606833355407852,"IA Copilot do Windows vai receber melhorias a partir da integração com modelos GPT-4 Turbo, da OpenAI, e DALL-E 3, para geração de imagens arquivo.canaltech.com.br/int…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1743719584920678629,Com o impulso do rewards e o copilot não tem como usar outro,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1744045804825047302,A mais recente atualização do laptop Swift da Acer junta-se ao boom da IA com Intel Core Ultra e a nova chave Copilot dlvr.it/T14J2Q #Notícias #Acer #Atualização #Boom #chave,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1744368995455631671,"Microsoft pode ultrapassar Apple como empresa mais valiosa do  mundo: enquanto as ações da Microsoft sobem devido a sua menor  dependência em vendas de hardware e ao seu foco em softwares por  assinatura – além de estar à frente com ferramentas de IA, como o  Copilot – o valor de",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1744775867547484596,pelo menos o copilot funcionava ahahhaha,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1744843357786927400,"A linha Galaxy Book 4, da Samsung, vai permitir usar o celular como webcam e ganhou integração com o Copilot para ler e enviar mensagens de texto canaltech.com.br/apps/ces-20…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1745510111152422960,Teste unitário é uma atividade em que as IAs têm resolvido bastante a minha vida. Principalmente o MS Copilot mas também o ChatGPT,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1745517373799399790,"''Bloco de Notas do Windows 11 irá ganhar assistente de escrita com IA'' 

Se a Microsoft não desistir no caminho o Windows vai ficar perfeitinho com a AI, o Copilot apesar de estar em testes já faz muita coisa, desde pesquisas mais profundas na internet trazendo de fato  na maioria das vezes a solução, geração de imagem, tradução, operações matemáticas e uma infinidade de coisa. So vai faltar um assistente de conversação como já tem o ChatGPT.

tecmundo.com.br/software/276…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1745854816306303196,Microsoft quer que o Copilot abra automaticamente ao iniciar o Windows 11 – ACESSE agora 👇 tecnoblog.net/noticias/2024/…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1746026748129562981,Vendo esse VB6 aberto deu até saudade. Mas daí lembro que não sei mais programar sem o Copilot...,POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1746980128998211607,Microsoft lança assinatura paga do Copilot – inclui IA no Office e acesso prioritário por uma taxa mensal dlvr.it/T1QTmZ #Notícias #acesso #assinatura #Copilot #inclui,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1747332881569952166,Copilot Pro é um Megazord da IA. Fim do ChatGPT Plus? targethd.net/copilot-pro-mic…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1747367119325450646,"ift.tt/26oFb4k
  Microsoft adiciona Copilot Pro para indivíduos às ofertas de IA generativa...",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1747635329069150702,"🤖 Com o novo Copilot Pro, a Microsoft começa a integrar elementos de IA nos produtos Office 365 - enquanto o Google continua parado no tempo.

➡️ Dá só uma olhada nas funcionalidades dessa ferramenta: agenciamestre.com/ferramenta…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1747682888999723328,"5.  Microsoft Copilot

O Copilot oferece funcionalidades que simplificam as tarefas, automatizam os fluxos de trabalho e melhoram os seus projectos graças à IA.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1748049514156691853,O Microsoft Copilot continua sua marcha em direção à onipresença e em breve aparecerá na ferramenta de captura de tela Edge dlvr.it/T1YtKG #Notícias #aparecerá #breve #captura #continua,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1748064363871682824,"6. Copilot Chat alimentado por GPT-4

Programadores de software, isto é para si.

- Converse no seu editor de código, para uma codificação mais rápida e respostas mais fáceis
- Encontre e corrija problemas de segurança e erros no código, no terminal e no depurador",NEGATIVO,NEUTRO,POSITIVO,,NEGATIVO
1748128010690048250,"o Microsoft Edge com o Copilot ajuda muito postar imagens com descrição. basta arrastar a imagem pra dentro dele e mandar o seguinte prompt:

Eu sou cego, por favor descreva essa imagem e se tiver algum texto nela inclua na sua descrição exatamente o que está escrito na imagem.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1748128689705857071,o bichinho gera descrições bem melhor que eu e ainda economiza a digitação porque depois é só copiar e colar. agora ninguém mais tem desculpa para não incluir descrição de imagem nas coisas. meu último tuite com 4 imagens foi todo descrito usando o copilot.,NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1748389871729672287,"(1/2) Você vai ao Bootcamp para parceiros do @Microsoft #Copilot? É de 30 de janeiro a 2 de fevereiro, das 9h às 12h (Horário do Pacífico)! Inscreva-se hoje para saber mais sobre o poder da IA de próxima geração com as soluções...",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1748651671792533690,"Ontem experimentei pela primeira vez o Github Copilot pra ver se me ajudava na minha situação atual: gripe extrema e precisando implementar uma prova de conceito

(queria um ""linter ++"" por causa da minha confusão mental)

Vou escrever um post sobre isso semana que vem.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1749038400814854495,"Copilot Pro vai chegar brevemente às aplicações do Android e iOS
🔗 tugate.ch/5504at",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1749064799365792150,"Continuo fazendo testes no copilot para geração de imagens. Existem muitas restrições, mas em alguns casos conseguimos gerar imagens com detalhes.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1749125907258696083,"Segundo o Copilot do @bing essa é uma cidade do interior do Paraná se fosse pintada por Salvador Dali e Edvard Münch

Prompt:
bing.com/images/create/uma-i…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1749504705628184620,"A TD Synnex anunciou que mais de dois mil Parceiros participaram na TD Synnex Enablement Journey, numa altura em que a Microsoft expande a disponibilidade do Copilot para Microsoft 365

buff.ly/4aZC4pj",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1749566330108248078,quem resolver já é mais esperto que o github copilot,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1749866586117214490,o copilot me trás gambiarras que nem eu imaginava,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1750217656559657289,"Microsoft Lança Copilot

Se você não o usar, estará ficando para trás

Aqui estão 10 recursos do Copilot que ajudam a aumentar a produtividade em 10 vezes e ganhar $$$/mês",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1750814956964954399,"a microssoft é dona do copilot e do gerador de imagens do bing, e não duvidaria nada se tivessem ajudado o PauWorld",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1750918838932160871,"pior que é verdade, perguntei um negócio lá no chat gpt, o copilot deu a a melhor resposta mais detalhada etc.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1750958604314702209,"Adeus seus pobres e fodidos
Assinei o copilot
Agora posso receber código que não funciona diretamente na minha IDE",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1751954173166297409,"#SEGUNDOU  E que tal começar essa segunda dando uma olhada no que a Inteligência Artificial pode fazer no Excel!

@Microsoftbr

#IA #AI #ArtificialInteligence #InteligenciaArtificial #Copilot #Microsoft #Tech",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1752030504126144938,"Dps de consultar chat gpt e copilot do git sem conseguir oq qro, estou apelando para o Azure openAi q dona Microsoft me ajude com os testes unitários kkkkkk",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1752081926456762867,"tomei um rick roll do copilot, que fase....",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1752100570221920575,"Será que é a hora da @Microsoft trazer o #WindowsPhone novamente?!

Um sistema com o Win11 mobile
Copilot 
Xbox GamePass 

E mais outras coisinhas!",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1752309400038002993,Copilot Pro X ChatGPT Plus: 4 razões que tornam o Copilot Pro melhor sempreupdate.com.br/copilot-…,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1752355176097177980,Github Copilot (e afins) é o Copiar/Colar de nível Enterprise,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1756052305449803902#m,"eu tendo a acreditar que inevitavelmente uma hora a I.A do google (gemini) irá ultrapassar o GPT 4, por um simples motivo: É O GOOGLE.

Quando o CEO da OpenAI saiu, ja abalou muito as estruturas da empresa! o Google consegue oferecer uma maior estabilidade!",NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1756086764165279761#m,"Acho que o Bard acabou de matar o ChatGPT😥

O Google Bard acabou de receber a sua maior atualização desde que foi lançado.  🙉

Aqui estão 🔟 coisas fantásticas que o Bard pode fazer, tudo de GRAÇA

Guardar para mais tarde  💣🆕️⬇️",NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1756818964833861670#m,"🎹Obrigado por vir aqui!
G:Obrigado também por me convidar para vir aqui
🎹 Nunca escutei nem vi ninguém com essa aparência antes! Você está bem?
G: Estou nervoso😆 Muito tenso 😂😂 Eu não consigo😂

GEMINI X TORSAKSIT
#PianoandiXGEMINI
 #Gemini_NT
(+)",NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1757544324017881254#m,"G: E colocaria isso sem nome, pessoa desconhecida!😄
👦🏻Mas eu tenho certeza que você recebeu muitas delas!
G: Não, De jeito nenhum!
👦🏻Não !?!!🤯
G: Não, desde o meu tempo do 7-8 ano na Harrow, eu nunca recebi!
👦🏻Sem chance!!

+
WOODYSING X GEMINI
#วอดอวอแวXเจมีไนน์",NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1757549578499350798#m,"G: Ela não sabia por que eu não escrevi o meu nome 
👦🏻Oh, e até hoje, ela sabe? 
G: Eu acho que não 
🩷🩷🥺
WOODYSING X GEMINI
#วอดอวอแวXเจมีไนน์",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1760401499052462479#m,"Não é a primeira vez que falo sobre o ChatGPT ser superior ao Google Bard e digo de novo.

Mudaram o nome para Gemini, mas ainda está com problemas para entender o que a gente quer.",NEUTRO,NEGATIVO,POSITIVO,,NEGATIVO
1760440049420677357#m,por favor gemini apareca amanha por favor gemini apareca amanha,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1760443471154889062#m,"Mas o chatgpt4 da respostas muito melhores do que o Gemini da Google, e para programação o copilot da MS é incrivel, ajuda muito.

Usei algumas vezes o Gemini da Google e as respostas não são legais",NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1760781468526146022#m,Traz o Bard pro United tbm ele é bola,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1762446232591474970#m,Usa o Google Bard/Gemini ou o Bing pra substituir a busca no Google. Vc vai se surpreender com os resultados. O Bing ainda dá os links de referência de onde ele tirou as informações,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1763675392349499611#m,"🚨 O show em Londres prometeu e VAI CUMPRIR! 

Talk Too Much: Pirotecnia 
Poison Poison: Chamas
Gemini Moon: Fumaça 
The Wedding Song: Chamas
Snow Angel: Neve/Fumaça
Encerramento: Confetes

#SnowHardFeelingsTour #SHFTLondon",NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1764077870740303915#m,que saudade de gemini,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1764349445410337017#m,"Para temas legais, o Gemini/Bard me parece superior ao ChatGPT 3.5",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1765058795233763757#m,"o gemini ex bard eh tão bom, nem parece que vai roubar meu emprego em breve",NEUTRO,POSITIVO,NEGATIVO,,POSITIVO
1765136296094175591#m,morrendo com o gemini se pendurando no fourth kkkkkkkkkkk,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1765153715990745261#m,"Engraçado que quando o Gemini brincou falando ""Que não teríamos momentos vindo dele."" Uma galera saiu do boeiro pra falar coisas do tipo ""Ele não gosta de fazer isso. Ele não gosta que shippem ele com o Fourth."" Ai hoje ele jogou essa na cara de todo mundo. 😌🫴🏻",NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1765521294496350313#m,ai q orgulho de acompanhar essa desde o inicinho da carreira com Diz ou Gemini e Para pra pensar negrona eu sempre acreditei em vc !!!!!! saiba q vc é foda,NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1766147850222661712#m,bard da uma surra no chat gpt e ninguem ta falando sobre isso,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1766212541758271656#m,Leo Gemini duos >>>>>,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1766547697157222471,acho mt engraçado o nome do projeto de pesquisa ser gemini,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1767196599497748529,Como eu peguei ChatGPT e Bard (Gemini) produzindo #FakeNews #Alucinando ontem: a thread.,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1767335892450951673,tem uns assuntos que a faculdade coloca pra estudar que minha honesta reação seria sair correndo e gritando por aí mas daí respiro fundo me acalmando e jogo tudo no chatgpt e bard e sigo firme 😊,POSITIVO,NEUTRO,NEGATIVO,,POSITIVO
1768413101638983749,"to vivendo todas as letras do gemini rights em ordem do álbum

ppppppppeeeeeeeessssssiiiiiiiimmmmmmooooo",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1768658865749447032,"Google lançou o bard pra competir com o GPT, aí chega a openai e lança um fodendo robô humanoide capaz de fazer tarefas enquanto conversa",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1769106851872874790,"O Gemini é tão assim 🏳️‍🌈🤨? Com o bro dele né? Uma amizade diferenciada. Queria uma assim, inclusive. 😟

nitter.net/taynewfolder/status/17…",NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1769121766721380650,Um gemini sem posicionamentos em câncer dá kkkkk,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1769495526666281164,"E vamos de agendinha

[#geminint #gemini_nt #fourthig #fourthnattawat #geminifourth #gmmtv]",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1769512889319125179,a atualização do bard ta certinha,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1769808830878060690,Apple pode usar o Google Gemini para potencializar recursos de IA no iPhone sempreupdate.com.br/apple-po…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1770095798656610436,Apple pode usar o Google Gemini para potencializar recursos de IA no iPhone sempreupdate.com.br/apple-po…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1770231302358270101,"Ano que comecei minha vida em Belém do Pará, e começava a frequenta a Boate GEMINI, de volta aos bons tempos!",NEGATIVO,POSITIVO,NEUTRO,,NEGATIVO
1770949812105470221,also gemini :p,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1771282034096308650,Espero muito que aquele Project Gemini que a People Can Fly ta trabalhando junto com a Square seja a sequencia de Outriders,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1771319387414262042,LFG! $BARD AI #GEMINIvsGROK,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1772042422035399015,"errou feio nessa, pqp. nada mais lindo do que ler um gemini",POSITIVO,NEGATIVO,NEUTRO,,NEGATIVO
1772048132777345053,"AMOOOOO que gemini é ""bye"" sendo atualmente a música que mais tô ouvindo de eternal sunshineee",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1772375482467533300,"Se o Gemini falou, tá falado.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1772388455227560148,"""MEU PARCEIRO, ELE É NINGUÉM MAIS, O GEMINI"" ☝🏻",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1772405252177756269,"O Fourth nem precisa realmente falar, basta um gesto de mão e o Gemini obedece na hora, pq um homem mandado é um homem feliz.",NEUTRO,POSITIVO,NEGATIVO,,POSITIVO
1772410603501404451,"quando gerard escreveu o verso ""a little girl gemini"" elu tbm estava falando sobre mim e-",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1772731189255664031,"🤝🌐 A Apple está atualmente em discussões com o Google para estabelecer uma parceria que possibilitaria a integração do Gemini, o modelo de inteligência artificial da empresa, em futuras funcionalidades do iPhone. 

Confira mais informações: linkedin.com/posts/instituto…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1772759544877162764,"adicionei um cache de perguntas e respostas no meu cliente do gemini, agora ele não encaminha perguntas repetidas pro google

também adicionei um código para reenviar a pergunta automaticamente em caso de erro 503

por hoje deu, bati o ponto  👌",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1773113515647115627,O Gemini todinho...,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1773491607649546560,"Esse ngc ""fs"" me fez lembrar quando o Fourth mandou o papo da relação dele e do Gemini poder evoluir só que ele esqueceu do fs e começou a falar muito sério aí todo ficou em silêncio e o Mark começou a dar conselhos pra ele no meio do programa KKKKKKK e o Gemini tipo 😃",POSITIVO,NEUTRO,NEGATIVO,,POSITIVO
1773842570981913006,"Fiz uma aposta hj com a análise da gemini só pra frescar e bateu KKKKK fiz mais três pra amanhã com a análise dela, vamos ver se vai dar bom dnv",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1773851826141442221,@Lizzy_lev  @gemini_ink  esse final.... cade fanarts fofas,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1773859936713294330,desde já imploro aos queridos gemini e barcode por uma mísera foto junto nesse coiso aí da chula pfv,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1774206996515889464,que nadie te silencie gemini king,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1774220978345676976,gemini 100% siamo destinate,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1774570246730301879,se você desmentir eu me m em gemini brinca uma vez na vida,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1774580612843647079,vc é mto gemini,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1775096431545610364,bard vai pra lá pra gnt ir te visitar sempre pf pf pf,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1775654707723198964,"Pode ser em 

CASO SÉRIO EM 

🤔😱😱😱

qualquer coisa vamo pergunta pra Alexa, Chat GPT ou Bard do Google vai que eles sabem de algo",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1776034476042100933,"amg tenta o gemini da google, ta achando ele bem melhor que o chatgpt",NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1777071909953245504,"mais um dia ruim p o fandom ao lado, só nos comentários da live perguntando onde está f e a B coloca gemini ao vivo, tá cada vez melhor, 👏🏾👏🏾 p vc Becky",POSITIVO,NEUTRO,NEGATIVO,,POSITIVO
1777079001133002922,Cruzeiro podia contratar o ChatGPT/Gemini pra escalar o time,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1777089565569724875,"Gemini fazendo série com a Prim
Só pra deixar claro que se tiver mesmo, estarei apoiando o garoto nas trincheiras, pois ele merece versatilidade no seu trabalho",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1777105237074993464,"O Gemini já disse uma vez, mas eu acho que é bom trazer de volta porque parece um momento apropriado para tal: 

♊️: ""GeminiFourth não vai para lugar nenhum.""

Calem as vozes da cabeça de vocês, por obséquio. Até porque ninguém perguntou absolutamente nada. Tenham uma boa noite.",NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1777110824470909389,"Não sei da onde esse povo tira que se algum desses meninos de shipp fixo (no caso o Gemini) for fazer um lakorn o shipp acabou, gente, não tem nada a ver! Uma coisa não impede a outra",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1777465773151105230,"qnd eu namorar não vou dedicar planos não, vou logo dedicar Gemini",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1778530809420591271,"""esse diploma eu vou dedicar ao gemini e ao chat gpt😭👩🏻‍🎓""",NEUTRO,NEGATIVO,POSITIVO,,NEGATIVO
1778899597634514968,"240412 — Atualização do story do Gemini. 

A insolação 2.0 vindo aí! Que saudade que eu estava desse loiro. 🥺",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1779144825717031117,Hilariante a nova weapon de Bard ser uma fucking guitarra 😂😂,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1779654940165562721,GEMINI MOON É MINHA PROTEGIDA #RENEECHELLA,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1780241957521957256,"NEYDRINK? 🤣🍸

Neymar se uniu a empresa de bebidas Fun Bard e vai lançar uma linha de coquetéis alcoólicos e não-alcoólicos. A linha vai chegar ao Brasil ainda este ano, e terá baixo teor de açúcar e baixas calorias.

▶️ Siga o @foradecampo para mais conteúdos como esse!

#ForaDeCampo #Neymar",NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1780361090603335701,"gemini e nao me perguntem o pq, eles só combinam muito",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1780378437586203002,"🎥 | 16-04-24

E é assim que o Tay coloca seu filho de castigo pra ele refletir sobre seus erros 🤭💙

© ig. tawan_v

[#PolcaTimeTravelingConcert
 #Tawan_V #Gemini_NT]",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
